X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,Y
2331,351,17,228,84,553,188,209,157,649,0.71,-426, FC14, CA30,,Berry
3235,,17,30,4,1690,233,203,97,2706,0.6,-938, FC11, CA49,,Apple
3193,97,10,319,19,5153,237,225,119,2358,0.67,387, FC11, CA49,,Apple
2724,93,26,124,-35,150,250,191,53,2295,0.28,-418, FC11, CA50,,Melon
3251,71,13,247,17,3607,234,214,110,1753,0.67,-566, FC11, CA58,,Peach
3242,326,11,564,28,1826,194,228,174,525,0.23,121, FC13, CA42,,Apple
2446,23,8,0,0,443,216,223,144,837,0.85,-375, FC13, CA40,,Mango
3014,5,31,95,54,4950,165,164,123,3973,0.64,335, FC11, CA49,,Apple
3018,106,9,150,3,2979,235,229,125,558,0.85,-909, FC11, CA49,,Apple
2363,254,24,277,73,850,159,247,222,459,0.66,-404, FC14, CA26,,Carrot
2192,45,4,0,0,872,221,231,146,1423,0.55,212, FC14, CA24,,Carrot
2632,13,4,270,-7,937,215,231,152,750,0.15,-221, FC13, CA37,,Melon
2216,284,10,0,0,1095,191,240,189,612,0.09,697, FC14, CA21,,Carrot
2885,153,18,124,30,350,239,238,122,1015,0.99,-769, FC13, CA33,R2,Melon
2872,214,17,319,115,2213,202,254,183,646,0.63,-423, FC13, CA51,,Melon
3469,47,13,633,35,2635,224,212,120,1907,0.17,469, FC11, CA60,,Apple
2298,112,37,319,198,830,253,173,12,330,0.81,-771, FC14, CA23,R1,Carrot
2224,288,36,242,121,531,98,210,239,547,0.06,13, FC14, CA30,,Berry
2522,105,7,120,1,595,233,231,130,5569,0.54,-890, FC11, CA38,,Melon
3031,234,11,295,94,5883,202,250,185,1774,0.85,708, FC11, CA49,,Apple
1904,51,26,67,30,162,222,175,72,711,0.12,10, FC14, CA21,,Mango
2797,165,3,30,0,2012,222,240,154,2282,1,428, FC13, CA37,R3,Melon
3069,48,7,153,6,594,223,225,137,1639,0.82,876, FC13, CA43,,Apple
2282,319,28,306,102,816,137,202,199,560,0.43,259, FC14, CA30,,Berry
2058,,11,0,0,914,195,247,190,212,0.99,722, FC14, CA37,,Carrot
3166,30,11,85,3,1738,216,215,133,324,0.01,906, FC11, CA43,,Apple
2037,29,24,0,0,582,204,182,104,485,0.56,610, FC14, CA30,,Carrot
3246,7,13,175,53,1504,203,213,146,379,0.26,103, FC11, CA43,,Apple
2444,,19,30,7,598,248,214,87,1282,0.17,-772, FC14, CA25,,Carrot
3267,95,10,0,0,3912,237,225,118,2069,0.36,957, FC11, CA58,,Peach
2119,26,35,437,158,474,181,143,76,309,0.93,-197, FC14, CA25,,Berry
2807,150,22,285,-15,660,242,233,109,485,0.79,101, FC11, CA50,,Melon
2903,,5,212,10,5656,211,244,171,6046,0.96,74, FC11, CA36,,Apple
2350,161,19,240,63,1084,235,241,128,1053,0.95,492, FC14, CA23,,Berry
2709,62,7,192,20,242,226,226,134,942,0.76,861, FC13, CA31,,Melon
2677,82,22,85,23,192,244,195,70,636,0.99,-990, FC11, CA50,,Melon
3001,311,18,120,11,3199,168,224,196,1277,0.22,195, FC13, CA53,,Apple
2823,80,33,270,-95,300,242,161,22,2510,0.11,712, FC11, CA50,R2,Melon
2068,81,35,30,17,430,242,157,0,242,0.11,311, FC14, CA23,,Carrot
2397,65,12,95,27,1082,232,215,113,811,0.65,-83, FC14, CA26,,Berry
2328,125,44,366,228,743,247,169,0,313,0.67,444, FC14, CA23,,Carrot
3164,190,8,30,2,2567,220,247,160,1092,0.45,-108, FC13, CA43,,Apple
3098,292,15,90,18,1320,176,236,199,1549,0.59,-450, FC13, CA43,,Apple
3129,38,11,190,36,2802,220,216,129,3489,0.95,873, FC11, CA50,,Apple
2163,148,28,90,27,313,243,225,90,497,0.67,297, FC14, CA21,,Berry
2192,320,11,85,11,1092,192,230,177,1218,0.21,-532, FC14, CA30,,Carrot
2358,102,32,277,133,516,253,180,29,1786,0.2,-292, FC14, CA23,,Carrot
2894,29,2,60,3,1758,218,233,152,1523,0.59,683, FC13, CA52,,Melon
2731,67,31,30,-9,134,233,161,36,2400,0.42,663, FC11, CA50,,Melon
2915,179,16,330,77,836,225,248,151,2173,0.47,550, FC13, CA53,,Melon
2970,229,21,95,10,1359,183,254,202,2666,0.17,-20, FC13, CA42,R1,Apple
3116,69,14,297,-6,3870,234,212,107,4802,0.25,-1, FC11, CA49,R3,Apple
2875,324,17,30,14,2698,175,220,184,607,0.08,307, FC13, CA41,,Apple
2828,61,17,30,5,824,232,202,96,228,0.45,-728, FC11, CA49,,Melon
2423,140,12,598,117,805,238,236,127,1140,0.51,40, FC14, CA26,,Berry
2719,6,5,67,-3,1194,214,230,154,1848,0.75,847, FC11, CA32,,Apple
2982,10,18,30,7,4562,197,200,136,2538,0.92,-255, FC11, CA43,,Apple
3053,14,8,60,0,3419,213,224,148,2794,0.99,-965, FC13, CA43,,Apple
2653,129,15,418,118,1645,243,230,111,2227,0.02,27, FC13, CA24,,Berry
2159,29,6,0,0,716,218,227,145,1490,0.68,986, FC14, CA36,,Carrot
2734,6,11,524,56,2525,207,219,149,1595,0.75,106, FC13, CA52,,Melon
3235,84,10,360,70,3207,234,224,121,2148,0.4,14, FC13, CA51,R3,Apple
2249,334,33,277,147,1198,127,177,178,1136,0.45,-616, FC14, CA30,,Berry
2826,347,6,30,6,1415,208,230,160,1120,0.67,603, FC13, CA43,,Melon
2241,162,5,0,0,638,224,241,151,569,0.91,-335, FC14, CA30,,Carrot
2274,114,28,60,27,799,254,199,51,543,0.02,-189, FC14, CA24,,Berry
2373,130,27,350,79,418,252,213,69,997,0.11,887, FC14, CA23,,Berry
1863,,17,120,18,90,217,202,115,769,0.86,359, FC14, CA22,,Mango
3028,,13,30,7,1861,206,213,143,1441,0.2,110, FC13, CA41,,Apple
2237,89,14,162,86,1503,240,217,104,175,0.39,-842, FC14, CA30,,Berry
2712,69,26,120,62,124,237,181,60,1663,0.84,75, FC11, CA50,,Melon
2356,124,33,330,62,1106,253,194,39,663,0.3,578, FC14, CA26,R3,Carrot
2896,351,8,30,3,4803,206,227,159,1702,0.12,-392, FC11, CA43,,Melon
2206,24,3,0,0,787,218,233,152,324,0.12,-519, FC14, CA34,R3,Carrot
2060,,11,30,6,481,190,230,179,234,0.11,-611, FC14, CA23,,Carrot
2662,256,20,180,9,1276,171,248,213,1170,0.38,-301, FC13, CA48,,Melon
3167,40,14,210,30,1521,220,208,120,42,0.4,626, FC11, CA42,,Apple
2531,327,10,295,27,90,196,229,173,1879,0.32,246, FC14, CA26,,Berry
2722,100,28,120,74,150,252,190,46,2353,0.9,159, FC11, CA50,,Melon
2688,89,17,60,-1,2206,244,210,89,2546,0.34,155, FC13, CA31,,Berry
3182,45,3,458,109,4723,220,232,149,1661,0.82,996, FC11, CA49,,Apple
3231,317,10,42,6,4054,194,231,178,1266,0.69,612, FC11, CA59,,Apple
2830,13,9,30,2,1492,211,221,146,1136,0.28,-446, FC13, CA43,,Melon
2305,132,24,516,142,1448,250,219,82,1006,0.23,892, FC14, CA22,,Carrot
2807,115,21,85,11,2876,251,214,81,2215,0.44,896, FC11, CA49,,Melon
3306,181,14,134,27,3588,224,248,154,1549,0.33,110, FC13, CA52,,Apple
2706,286,10,0,0,1760,193,240,186,731,0.76,36, FC13, CA51,,Melon
2329,,16,150,85,1392,194,207,148,1154,0.34,-673, FC14, CA22,,Berry
2118,36,28,0,0,573,205,165,79,845,0.44,549, FC14, CA30,,Carrot
2843,189,24,366,116,1711,213,249,157,2192,0.23,-145, FC13, CA24,,Melon
2753,334,27,216,-18,1273,149,194,178,1984,0.93,539, FC13, CA33,,Mango
2138,136,33,67,38,886,249,206,57,234,0.75,168, FC14, CA23,,Carrot
2155,96,6,0,0,1523,231,231,133,218,0.16,388, FC14, CA23,,Carrot
2117,327,14,0,0,1239,184,223,178,1087,0.62,-556, FC14, CA37,,Carrot
2698,347,9,30,1,1419,202,225,161,2335,0.09,-459, FC13, CA37,,Melon
3086,35,10,240,13,1440,219,218,134,2962,0.17,319, FC13, CA51,,Apple
2258,137,24,342,133,1146,249,222,87,607,0.69,-629, FC14, CA23,,Carrot
2330,29,25,127,24,812,202,176,99,658,0.61,-319, FC14, CA30,,Berry
2335,68,8,499,256,1423,228,225,130,1001,0.79,888, FC14, CA22,R3,Carrot
3267,102,12,525,108,603,239,225,114,1027,0.7,-57, FC13, CA59,,Peach
3226,62,12,42,5,3994,230,215,115,2737,0.31,-374, FC11, CA59,,Peach
2840,139,15,210,89,2010,241,234,118,865,0.17,632, FC13, CA33,,Melon
2978,315,6,67,-2,5374,205,235,170,2458,0.29,66, FC11, CA43,,Apple
2247,11,2,0,0,1189,217,234,155,713,0.26,840, FC14, CA22,,Carrot
3202,91,12,0,0,1575,238,221,111,2586,0.92,-325, FC11, CA50,,Apple
2231,,11,0,0,828,240,229,118,395,0.96,-717, FC14, CA34,,Carrot
2108,274,33,60,31,1448,116,227,240,819,0.05,-738, FC14, CA30,,Berry
2483,355,5,180,32,743,211,230,157,1214,0.37,781, FC14, CA26,,Berry
2998,4,16,180,53,3075,198,208,146,1478,0.18,248, FC13, CA53,,Apple
3082,45,15,395,98,1674,223,206,114,3540,0.34,-159, FC13, CA53,,Apple
2829,98,13,295,73,1842,241,221,107,882,0.67,-739, FC13, CA33,,Melon
2755,43,11,499,34,90,222,216,127,750,0.9,-910, FC13, CA37,,Melon
2511,92,7,182,18,722,231,229,131,5494,0.48,182, FC11, CA38,,Melon
3245,,2,234,18,4261,221,234,150,2335,0.26,-921, FC11, CA58,,Peach
2679,98,24,127,46,2414,250,199,63,2389,0.94,243, FC13, CA30,,Berry
2375,109,21,366,178,816,250,212,80,1539,0.24,-546, FC14, CA26,,Carrot
2376,309,31,335,129,698,122,203,213,391,0.03,295, FC14, CA30,,Berry
2656,110,23,85,35,1350,252,208,72,636,0.88,-71, FC11, CA50,,Melon
2688,120,7,30,3,2644,232,235,136,2227,0.44,-634, FC11, CA36,,Melon
2100,352,23,0,0,874,172,193,154,212,0.57,-353, FC14, CA24,,Carrot
2260,121,27,42,19,391,253,207,64,1851,0.25,-670, FC14, CA23,,Carrot
3368,94,24,150,111,4140,249,197,63,4049,0.93,490, FC11, CA59,,Peach
3286,49,5,454,75,5225,222,229,143,331,0.81,866, FC11, CA58,,Apple
2495,33,11,67,12,240,218,216,133,1657,0.19,112, FC14, CA25,,Carrot
2868,29,20,95,33,3369,209,192,112,2468,0.86,604, FC11, CA43,,Apple
2223,299,22,30,16,767,153,226,210,1560,0.49,713, FC14, CA30,R1,Berry
3103,61,5,85,2,750,224,229,141,1873,0.21,341, FC11, CA43,,Apple
2261,98,28,170,74,1022,252,189,46,1279,0.16,116, FC14, CA23,,Carrot
2168,,14,30,-8,1574,243,225,108,162,0.78,353, FC14, CA23,,Carrot
2996,149,27,417,115,832,243,227,95,2657,0.22,545, FC11, CA49,,Apple
2753,102,13,30,7,914,242,222,107,1456,0.58,822, FC13, CA43,,Melon
2722,48,6,319,31,234,222,227,140,927,0.87,-92, FC13, CA31,,Melon
3236,265,11,190,28,3182,191,245,193,1549,0.82,-92, FC13, CA43,,Apple
2216,145,6,0,0,1110,228,239,144,404,0.18,760, FC14, CA37,,Carrot
2750,,10,591,51,150,214,218,140,819,0.27,195, FC13, CA31,R3,Melon
3280,148,9,95,15,3743,232,240,139,3596,0.05,-121, FC11, CA58,,Peach
3107,23,5,443,32,1921,217,228,148,2801,0.83,644, FC13, CA52,,Apple
3012,324,13,210,22,324,188,226,178,324,0.11,-250, FC12, CA42,,Apple
2277,,22,382,152,1103,245,229,101,589,0.33,-228, FC14, CA23,,Carrot
2703,247,10,90,8,1452,198,248,188,1130,0.28,126, FC13, CA43,,Melon
2850,359,12,30,4,1585,202,218,153,1187,0.58,759, FC13, CA51,,Melon
3120,326,9,679,105,1438,198,230,172,2195,0.8,8, FC13, CA52,,Apple
2361,329,31,95,43,170,132,187,185,124,0.79,-743, FC14, CA30,,Berry
2143,170,32,247,124,547,223,234,116,258,0.45,255, FC14, CA21,,Berry
2693,114,5,30,0,60,228,235,141,850,0.02,-681, FC13, CA31,,Melon
2846,193,23,424,145,711,210,251,163,1871,0.79,536, FC13, CA24,,Melon
2998,45,8,351,16,5842,223,222,134,3721,0.58,-345, FC11, CA49,,Orange
3276,147,8,85,0,3749,231,239,140,3623,0.15,567, FC11, CA58,,Peach
2753,,19,60,-3,2771,248,216,88,2213,0.13,121, FC11, CA49,R1,Melon
3142,87,16,390,101,1250,242,213,97,1188,0.4,841, FC13, CA52,,Apple
3024,331,6,30,3,3194,206,233,165,300,0.39,-803, FC11, CA43,,Apple
2159,253,27,153,75,1167,148,245,228,426,0.06,133, FC14, CA21,,Berry
3213,235,8,210,-7,6056,207,247,178,1518,0.92,-330, FC11, CA42,R3,Apple
2686,142,10,0,0,2592,235,238,132,2293,0.79,820, FC11, CA50,,Melon
2219,,8,0,0,1323,198,241,183,488,0.62,-43, FC14, CA37,,Carrot
2486,68,5,180,-4,870,225,230,139,5262,0.16,641, FC11, CA38,,Melon
2345,45,4,0,0,1355,221,231,146,510,0.75,-493, FC14, CA26,,Carrot
3075,263,11,618,4,2713,192,246,193,1106,0.08,402, FC13, CA52,,Apple
3065,9,14,335,33,1215,203,211,144,228,0.48,-992, FC13, CA44,,Apple
2938,153,19,551,106,618,240,237,119,1448,0.47,810, FC13, CA24,,Melon
2409,334,23,134,20,1084,161,203,178,1140,0.3,-146, FC14, CA30,R2,Berry
2798,274,19,60,26,1873,167,242,212,1148,0.48,-677, FC13, CA43,,Melon
3251,81,6,30,0,3537,228,230,136,3692,0.34,-302, FC11, CA58,,Peach
2710,63,17,190,36,216,233,204,98,2256,0.95,214, FC11, CA49,,Melon
2162,322,8,0,0,1187,200,232,172,780,0.67,-74, FC14, CA37,,Carrot
2830,139,13,0,0,430,240,235,123,1237,0.01,392, FC13, CA53,,Melon
2606,319,41,108,53,1772,88,169,202,1409,0.14,-49, FC13, CA33,,Mango
3201,10,13,984,180,4136,205,213,143,2289,0.07,898, FC11, CA43,,Apple
2811,220,20,319,110,725,193,254,192,1976,0.7,-473, FC13, CA24,,Melon
2861,274,15,30,2,1982,178,242,203,1360,0.71,454, FC13, CA43,,Melon
2614,154,19,301,55,1592,239,238,122,2335,0.13,221, FC13, CA24,R2,Berry
2710,66,32,90,53,95,232,160,0,1345,0.14,475, FC11, CA50,,Melon
2907,303,11,42,-3,2779,190,235,185,484,0.13,462, FC13, CA52,,Apple
2290,116,17,212,107,1237,247,222,97,1074,0.02,528, FC14, CA23,,Carrot
3106,358,5,67,4,1421,211,230,156,1339,0.33,900, FC12, CA43,,Apple
3050,,8,360,59,5638,231,225,127,4978,0,853, FC11, CA49,,Apple
2752,332,6,342,24,2372,207,233,165,6131,0.16,-760, FC11, CA32,,Orange
2335,41,5,0,0,402,221,228,143,1423,0.71,-837, FC14, CA34,,Carrot
2200,158,27,150,75,1148,237,232,107,534,0.52,-154, FC14, CA23,,Carrot
2665,59,1,42,-2,1956,220,235,152,1723,0.69,136, FC13, CA52,R3,Berry
2167,129,26,153,76,765,252,214,73,134,0.89,-973, FC14, CA23,,Carrot
2886,274,14,0,0,2026,183,243,199,1072,0.99,753, FC13, CA39,,Melon
2271,1,20,0,0,1071,187,199,145,830,0.55,-965, FC14, CA34,,Carrot
2560,,17,175,32,1075,211,253,171,1222,0.23,366, FC13, CA24,,Berry
2627,174,28,150,4,1406,224,241,131,931,0.69,651, FC13, CA24,,Berry
2881,175,21,120,26,384,226,246,141,1050,0.99,545, FC13, CA33,,Melon
2195,189,3,30,-16,1515,219,241,158,892,0.08,-235, FC14, CA37,,Carrot
2546,126,8,553,65,918,234,235,132,1209,0.71,-874, FC13, CA22,,Berry
3265,270,9,256,67,2912,195,244,187,1259,0.04,-131, FC13, CA52,,Apple
2447,13,5,0,0,362,215,229,151,1273,0.43,-889, FC14, CA26,,Carrot
3094,,4,0,0,4030,215,232,155,1226,0.88,-464, FC11, CA42,,Apple
2655,133,20,180,21,2312,247,226,97,2398,0.78,870, FC13, CA24,,Melon
2786,76,46,150,132,162,226,113,0,1338,0.9,196, FC11, CA50,,Melon
3186,261,27,120,53,2866,145,242,229,1136,0.89,607, FC13, CA53,,Apple
2270,148,12,60,8,283,236,239,131,342,0.1,-448, FC14, CA30,,Carrot
3290,50,7,0,0,3855,224,224,135,2201,0.87,-892, FC11, CA58,,Peach
2688,56,11,30,-4,2349,227,218,123,592,0.41,60, FC13, CA51,,Melon
2829,169,19,300,6,690,231,244,138,499,0,74, FC11, CA50,,Melon
2194,145,31,60,31,1421,245,217,75,870,0.69,-503, FC14, CA23,,Carrot
2815,163,6,0,0,1948,226,242,150,2446,0.37,-584, FC13, CA37,,Melon
2343,332,30,300,199,1082,137,187,181,1320,0.62,827, FC14, CA30,,Berry
2138,252,20,42,8,968,170,249,214,1410,0.06,150, FC14, CA37,,Carrot
2929,302,16,85,14,4858,172,230,198,1899,0.36,-184, FC11, CA49,,Melon
2651,328,15,339,151,876,184,222,177,511,0.46,493, FC13, CA53,,Mango
2862,111,22,417,106,1716,251,211,77,912,0.21,661, FC13, CA33,,Melon
2129,142,5,30,1,1357,228,239,144,1323,0.04,596, FC14, CA37,,Carrot
2716,117,15,175,62,1500,245,225,105,789,0.99,976, FC11, CA50,,Melon
3293,110,22,242,42,1031,251,211,77,1129,0.46,189, FC13, CA59,,Peach
3073,78,8,330,38,4870,231,226,128,1092,0.76,-464, FC11, CA49,,Apple
2729,210,16,127,33,930,206,253,179,1928,0.29,-945, FC13, CA24,,Melon
3092,147,21,335,76,1800,243,232,107,2175,0.1,-124, FC13, CA53,R2,Apple
2194,170,24,300,175,481,229,242,130,175,0.07,131, FC14, CA25,,Berry
2510,323,21,30,12,1454,163,214,188,1752,0.85,916, FC13, CA30,,Mango
3278,164,4,532,51,4313,224,241,152,2043,0.55,-279, FC11, CA43,,Peach
2356,136,20,210,69,1121,247,227,100,1050,0.2,-167, FC14, CA23,,Berry
2437,304,5,342,175,1358,205,237,171,618,0.57,-638, FC14, CA26,,Berry
2360,69,22,277,31,960,237,192,76,782,0.63,-219, FC14, CA30,,Berry
2939,80,15,175,41,2314,239,211,98,570,0.63,-119, FC13, CA52,,Melon
2770,333,16,270,33,1728,182,218,175,1129,0.09,4, FC13, CA30,,Melon
3537,137,13,306,103,2730,239,235,123,2106,0.8,189, FC11, CA60,,Apple
2832,144,17,124,29,2242,241,235,117,1167,0.17,-42, FC13, CA33,,Melon
3167,15,7,408,29,5600,214,226,149,541,0.36,168, FC11, CA49,,Apple
3116,45,9,153,32,5220,223,220,132,3066,0.4,-433, FC11, CA42,,Apple
1905,19,27,134,58,120,188,171,108,636,0.83,-602, FC14, CA25,,Mango
2747,45,26,175,98,1328,217,175,79,904,0.95,323, FC13, CA33,,Melon
2720,,16,67,-18,379,245,226,105,437,0.87,586, FC11, CA50,,Melon
2785,324,19,85,0,1403,170,217,185,1888,0.51,-567, FC13, CA33,,Mango
2894,161,14,153,54,582,233,242,136,1189,0.12,120, FC13, CA33,,Melon
2274,112,27,201,63,616,254,200,55,1676,0.07,103, FC14, CA23,,Carrot
2265,341,46,180,121,1183,85,128,154,1433,0.42,472, FC14, CA30,,Berry
2795,18,3,218,17,3042,217,233,153,6073,0.66,-468, FC11, CA32,,Orange
3196,336,9,67,7,5142,199,227,167,1766,0.03,-415, FC11, CA43,,Apple
3244,54,11,150,-1,2960,226,217,123,1907,0.95,-49, FC13, CA51,,Apple
2778,89,25,300,122,306,248,192,58,1770,0.44,915, FC11, CA50,,Melon
3111,142,8,180,5,767,232,238,138,1560,0.4,-810, FC11, CA42,,Apple
2078,279,9,0,0,700,196,241,184,108,0.58,516, FC14, CA24,,Carrot
2160,108,32,85,47,1006,254,185,32,361,0.74,-432, FC14, CA23,,Carrot
2124,121,27,391,189,402,253,207,64,481,0.17,34, FC14, CA21,R1,Berry
2748,46,18,277,75,285,223,198,103,2012,0.01,688, FC11, CA49,,Melon
2809,181,22,301,88,630,221,248,148,566,0.99,827, FC11, CA50,R1,Melon
2862,130,16,127,33,2215,245,229,108,842,0.09,417, FC13, CA33,,Melon
2411,171,18,418,68,594,229,245,140,808,0.68,839, FC14, CA23,,Berry
2792,81,9,0,0,658,232,225,125,150,0.08,1, FC11, CA50,,Melon
2861,112,17,268,83,1981,247,220,96,1338,0.65,565, FC13, CA33,,Melon
3085,307,23,268,74,2768,151,219,206,2467,0.2,-687, FC13, CA44,,Apple
3244,88,9,150,35,3065,234,226,124,2383,0.45,271, FC11, CA49,,Apple
2809,185,25,313,143,2117,215,247,150,2147,0.99,901, FC13, CA30,,Berry
2141,86,27,240,91,300,247,184,49,390,0.77,-378, FC14, CA22,,Mango
2575,63,4,424,23,1342,224,231,143,1566,0.7,-359, FC13, CA22,,Melon
3158,282,6,216,-2,3542,204,240,175,1366,0.78,287, FC11, CA49,,Apple
2690,88,21,67,23,212,246,201,74,589,0.7,280, FC11, CA50,,Melon
2767,129,13,450,133,2675,241,232,119,2059,0.35,515, FC13, CA30,,Berry
2094,4,17,0,0,830,195,205,145,182,0.96,-672, FC14, CA24,,Carrot
2762,66,20,234,67,1110,235,197,85,437,0.79,-483, FC13, CA44,,Mango
2821,58,18,150,-15,306,230,200,97,1471,0.97,787, FC11, CA49,,Melon
3368,6,9,631,140,2042,210,223,151,1176,0.58,-783, FC13, CA51,,Apple
2716,95,24,192,62,228,250,197,63,577,0.86,155, FC11, CA50,,Melon
2240,333,34,255,140,1187,125,176,179,1130,0.31,781, FC14, CA30,R3,Berry
2639,176,9,60,0,1107,225,245,153,720,0.96,668, FC13, CA22,,Berry
2216,122,33,192,116,849,254,193,37,256,0.35,-408, FC14, CA23,,Carrot
2734,34,28,201,104,1323,204,168,85,664,0.68,953, FC13, CA53,,Mango
2123,46,23,0,0,1100,220,184,88,1456,0.54,308, FC14, CA37,,Carrot
2652,45,1,350,119,492,219,236,155,1423,0.1,66, FC13, CA22,,Berry
2793,75,11,313,3,360,234,218,115,674,0.59,446, FC11, CA50,R1,Melon
3021,68,8,201,26,4134,228,225,130,2493,0.89,729, FC11, CA49,,Apple
3142,220,11,424,69,6216,207,251,179,1989,0.28,-900, FC11, CA49,R1,Orange
2044,270,2,0,0,834,214,239,163,603,0.28,-539, FC14, CA37,,Carrot
2707,151,15,390,73,2349,238,239,127,2305,0.36,-169, FC13, CA24,,Berry
2164,136,30,108,64,872,250,211,66,234,0.02,852, FC14, CA23,R3,Carrot
2913,,16,95,14,4784,178,223,184,1771,0.71,-340, FC11, CA43,R2,Melon
2845,166,15,234,22,750,232,244,139,433,1,271, FC11, CA50,,Melon
2220,326,30,124,67,1114,133,192,191,726,0.15,561, FC14, CA30,,Berry
2832,189,8,779,55,2227,221,246,160,1680,0.35,-125, FC13, CA37,,Melon
2290,297,25,365,214,1436,142,222,217,1020,0.12,104, FC14, CA30,,Berry
3183,191,14,60,-10,2721,218,250,162,2646,0.04,-897, FC11, CA49,,Peach
2762,106,22,270,130,300,251,208,74,573,0.73,-559, FC11, CA50,R1,Melon
2299,,22,201,62,1326,190,189,130,1008,0.9,-876, FC14, CA30,,Berry
2413,188,32,95,57,342,205,243,149,1061,0.8,-641, FC14, CA24,,Berry
3110,81,6,300,6,4360,228,230,136,1587,0.22,-620, FC11, CA42,,Apple
2214,,14,60,15,708,226,210,115,1595,0.11,88, FC14, CA23,,Carrot
2315,119,21,297,132,1332,250,217,84,1008,0.42,-378, FC14, CA26,R3,Carrot
2212,129,23,0,0,768,251,218,82,342,0.68,-981, FC14, CA24,R1,Carrot
2163,130,19,0,0,1380,247,226,100,914,0.01,504, FC14, CA23,R1,Carrot
2711,69,25,120,36,150,237,182,62,1655,0.46,630, FC11, CA49,,Melon
2889,354,7,283,57,810,208,227,157,1492,0.97,645, FC13, CA31,R1,Melon
2090,252,23,150,41,150,163,248,219,865,0.14,172, FC14, CA21,,Berry
2971,111,25,391,226,1952,253,204,63,721,0.91,578, FC13, CA33,,Melon
3007,152,9,60,-1,384,232,240,140,1019,0.09,464, FC11, CA42,,Apple
2341,234,23,300,47,912,174,253,209,481,0.56,119, FC14, CA26,,Carrot
2551,32,4,0,0,1421,219,230,147,1114,0.77,293, FC13, CA37,,Berry
2885,139,10,330,163,1798,235,237,132,743,0.97,-780, FC13, CA52,,Melon
2774,98,23,366,141,2415,250,200,65,2166,0.84,582, FC13, CA30,,Berry
2945,152,4,30,1,2120,224,239,151,3123,0.43,-660, FC13, CA46,,Apple
2748,,10,30,6,2015,195,229,173,745,0.44,102, FC13, CA51,,Melon
2725,81,27,162,81,182,244,180,47,1945,0.56,244, FC11, CA50,,Melon
2517,72,7,85,6,595,228,227,133,5607,0.45,532, FC11, CA38,,Melon
3122,295,23,335,18,1317,150,227,214,2940,0.52,-505, FC11, CA49,,Apple
2219,12,23,201,98,1024,190,187,127,1262,0.05,-388, FC14, CA21,,Berry
3105,140,8,30,3,4555,233,238,136,1641,0.43,-863, FC11, CA43,,Apple
3052,311,14,85,11,4849,182,230,187,816,0.8,693, FC11, CA49,,Apple
2398,274,12,95,9,1201,189,243,193,1022,0.88,492, FC14, CA26,,Berry
2791,75,7,301,6,360,229,226,130,726,0.38,614, FC11, CA50,,Melon
2104,31,6,0,0,1082,219,228,145,618,0.35,-941, FC14, CA34,,Carrot
2859,113,5,42,-1,2881,230,234,138,2250,0.64,406, FC11, CA50,,Apple
2213,,5,0,0,1110,227,238,145,426,0.35,-514, FC14, CA37,,Carrot
2810,116,20,595,181,2714,249,217,87,1911,0.69,623, FC13, CA30,,Berry
3094,352,5,134,2,4593,211,231,158,3187,0.25,346, FC11, CA42,,Apple
2306,183,21,277,123,1224,220,249,151,1107,1,698, FC14, CA26,,Carrot
3144,34,28,600,271,618,203,167,83,1879,0.55,-395, FC11, CA50,,Apple
2743,9,6,418,105,2631,214,228,152,1445,0.75,37, FC13, CA52,,Melon
2312,148,28,60,32,1563,244,224,89,659,0.83,-763, FC14, CA23,,Berry
2989,228,6,0,0,2070,211,246,172,1323,0.87,-697, FC13, CA41,,Apple
2359,82,14,382,165,924,239,214,103,1441,0.74,-223, FC14, CA26,,Carrot
2893,220,8,60,8,1637,211,248,173,1557,0.27,-574, FC13, CA52,,Melon
2385,327,23,170,80,297,158,207,185,242,0.24,521, FC14, CA30,,Berry
2706,9,21,108,14,1172,192,194,134,2123,0.2,-180, FC11, CA49,,Melon
2286,120,27,170,89,853,254,206,61,1448,0.98,-692, FC14, CA23,,Carrot
3056,37,5,90,0,3795,220,229,145,589,0.37,874, FC11, CA43,,Apple
2900,292,19,607,199,1980,165,233,207,1931,0.46,-573, FC13, CA33,,Melon
2694,,22,420,184,957,166,202,171,633,0.41,76, FC13, CA53,,Mango
2515,,24,42,15,866,152,208,191,350,0.43,757, FC13, CA53,,Mango
2111,,17,30,7,1351,175,222,186,883,0.33,948, FC14, CA37,,Carrot
2191,127,33,150,87,900,253,198,44,283,0.3,2, FC14, CA23,,Carrot
2337,,33,120,46,297,143,166,148,408,0.52,408, FC14, CA30,,Berry
2810,93,34,150,85,2080,249,167,17,430,0.77,-395, FC13, CA33,,Melon
2182,91,16,0,0,1485,243,212,93,541,0.94,157, FC14, CA22,,Carrot
2625,161,27,108,41,1945,235,235,112,1452,0.36,55, FC13, CA24,,Berry
3084,88,12,242,-1,2214,238,220,110,1513,0.65,-571, FC11, CA43,,Apple
2886,215,11,1036,217,2430,209,251,176,1489,0.54,-166, FC13, CA54,,Melon
2925,205,5,175,12,5090,217,244,164,1664,0.66,902, FC11, CA49,,Melon
2748,61,15,360,74,390,231,208,106,2331,0.07,-816, FC11, CA49,R3,Melon
2169,116,32,108,58,953,254,191,38,319,0.91,-730, FC14, CA23,,Carrot
